518,Athletics Men's 3000 metres Team
519,Cross Country Skiing Women's Sprint
520,Shooting Men's Small-Bore Rifle Prone 50 and 100 yards
521,Shooting Men's Small-Bore Rifle 50 and 100 yards Team
522,Shooting Men's Small-Bore Rifle Disappearing Target 25 yards
523,Shooting Men's Small-Bore Rifle Moving Target 25 yards
524,Shooting Men's Military Pistol Team
525,Rowing Women's Coxed Fours
526,Weightlifting Men's Unlimited One Hand
527,Canoeing Men's Canadian Singles 500 metres
528,Fencing Men's Foil Masters Individual
529,Fencing Men's epee Masters Individual
530,Gymnastics Men's Individual All-Around Field Sports
531,Gymnastics Men's Individual All-Around Apparatus Work
532,Art Competitions Mixed Music Compositions For Solo Or Chorus
533,Fencing Women's epee Team
534,Swimming Men's 4000 metres Freestyle
535,Swimming Men's Underwater Swimming
536,Sailing Mixed Skiff
537,Shooting Men's Military Rifle 200/500/600/800/900/1000 Yards Team
538,Shooting Men's Running Target Single And Double Shot
539,Shooting Men's Small-Bore Rifle Any Position 50 metres
540,Shooting Men's Small-Bore Rifle Disappearing Target 25 metres
541,Swimming Women's 10 kilometres Open Water
542,Snowboarding Women's Slopestyle
543,Snowboarding Men's Giant Slalom
544,Snowboarding Men's Parallel Giant Slalom
545,Snowboarding Men's Boardercross
546,Snowboarding Men's Parallel Slalom
547,Cycling Men's Team Pursuit 1980 yards
548,Cycling Men's 5000 metres
549,Cycling Men's 100 kilometres
550,Cricket Men's Cricket
551,Canoeing Men's Canadian Singles 10000 metres
552,Cross Country Skiing Women's Team Sprint
553,Boxing Women's Middleweight
554,Sailing Men's Skiff
555,Athletics Men's Pentathlon
556,Swimming Men's 1200 metres Freestyle
557,Shooting Women's Skeet
558,Biathlon Men's 15 kilometres Mass Start
559,Cross Country Skiing Men's 30 km Skiathlon
560,Cycling Men's 1/4 mile
561,Cycling Men's 1/2 mile
562,Cycling Men's 5 mile
563,Cycling Men's 25 mile
564,Shooting Men's Small-Bore Rifle Standing 50 metres
565,Shooting Men's Small Bore-Rifle Standing 50 metres Team
566,Speed Skating Men's Team Pursuit (8 laps)
567,Shooting Men's Free Rifle 1000 Yards
568,Cycling Women's Team Pursuit
569,Speed Skating Women's 5000 metres
570,Athletics Men's 3000 metres Walk
571,Snowboarding Women's Boardercross
572,Shooting Mixed Running Target 50 metres
573,Luge Mixed Team Relay
574,Cycling Women's Individual Time Trial
575,Fencing Women's Sabre Individual
576,Fencing Men's Sabre Individual Three Hits
577,Archery Women's Double National Round
578,Cycling Men's Omnium
579,Equestrianism Mixed Hacks And Hunter Combined
580,Sailing Mixed 10 metres
581,Shooting Men's Trap Team
582,Cycling Women's Individual Pursuit 3000 metres
583,Cycling Women's Points Race
584,Sailing Men's Two Person Keelboat
585,Cycling Men's Keirin
586,Cycling Men's Team Sprint
587,Athletics Men's 5 mile
588,Shooting Men's Running Target Single Shot Team
589,Bobsleigh Women's Two
590,Racquets Men's Singles
591,Racquets Men's Doubles
592,Art Competitions Mixed Literature Lyric Works
593,Motorboating Mixed A-Class (Open)
594,Archery Men's Continental Style
595,Military Ski Patrol Men's Military Ski Patrol
596,Art Competitions Mixed Painting Graphic Arts
597,Wrestling Women's Flyweight Freestyle
598,Art Competitions Mixed Literature Unknown Event
599,Sailing Mixed 0.5-1 Ton
600,Art Competitions Mixed Painting Applied Arts
601,Croquet Mixed Singles One Ball
602,Croquet Mixed Doubles
603,Shooting Men's Running Target Double Shot Team
604,Shooting Men's Free Pistol 50 yards
605,Shooting Men's Free Pistol 50 yards Team
606,Fencing Men's epee Masters and Amateurs Individual
607,Swimming Men's 10 kilometres Open Water
608,Art Competitions Mixed Music Compositions For Orchestra
609,Archery Men's Double York Round
610,Wrestling Women's Middleweight Freestyle
611,Equestrianism Men's Vaulting Individual
612,Swimming Men's 4 x 250 metres Freestyle Relay
613,Freestyle Skiing Women's Slopestyle
614,Table Tennis Women's Team
615,Athletics Women's Hammer Throw
616,Canoeing Men's Kayak Singles 200 metres
617,Short Track Speed Skating Women's 500 metres
618,Shooting Women's Double Trap
619,Rowing Men's 6-Man Naval Rowing Boats
620,Art Competitions Mixed Music
621,Shooting Men's Free Rifle Kneeling 300 metres
622,Shooting Men's Free Rifle Prone 300 metres
623,Shooting Men's Free Rifle Standing 300 metres
624,Short Track Speed Skating Women's 1000 metres
625,Athletics Men's 3200 metres Steeplechase
626,Rowing Women's Coxless Fours
627,Freestyle Skiing Women's Ski Cross
628,Freestyle Skiing Men's Ski Cross
629,Tennis Men's Doubles Covered Courts
630,Tennis Men's Singles Covered Courts
631,Cycling Men's 25 kilometres
632,Nordic Combined Men's Normal Hill / 10 km Individual
633,Nordic Combined Men's Large Hill / 10 km Individual
634,Shooting Men's Military Rifle 200 metres
635,Short Track Speed Skating Women's 1500 metres
636,Athletics Men's Standing Triple Jump
637,Rowing Men's Coxed Pairs (1 kilometres)
638,Shooting Men's Military Pistol 30 metres
639,Cycling Women's Keirin
640,Archery Men's Au Cordon Dore 50 metres
641,Swimming Women's 300 metres Freestyle
642,Snowboarding Women's Giant Slalom
643,Canoeing Men's Canadian Singles 200 metres
644,Sailing Mixed 30 metres
645,Athletics Men's 4000 metres Steeplechase
646,Athletics Men's 5000 metres Team
647,Snowboarding Men's Slopestyle
648,Rowing Men's Coxed Pairs (1 mile)
649,Art Competitions Mixed Unknown Event
650,Cycling Women's Omnium
651,Freestyle Skiing Men's Halfpipe
652,Swimming Men's 200 metres Obstacle Course
653,Swimming Men's 200 metres Team Swimming
654,Sailing Mixed 12 foot
655,Art Competitions Mixed Music Instrumental And Chamber
656,Art Competitions Mixed Music Vocals
657,Art Competitions Mixed Literature Dramatic Works
658,Jeu De Paume Men's Singles
659,Sailing Mixed 10-20 Ton
660,Cycling Men's 1/3 mile
661,Cycling Men's 1 mile
662,Cycling Men's 2 mile
663,Art Competitions Mixed Sculpturing Medals And Plaques
664,Athletics Men's 1600 metres Medley Relay
665,Croquet Mixed Singles Two Balls
666,Canoeing Men's Folding Kayak Doubles 10 kilometres
667,Athletics Men's 60 metres
668,Snowboarding Women's Parallel Giant Slalom
669,Sailing Mixed 2-3 Ton
670,Speed Skating Men's Allround
671,Shooting Men's Military Rifle Prone 600 metres
672,Canoeing Men's Canadian Doubles 10000 metres
673,Snowboarding Women's Parallel Slalom
674,Shooting Men's Dueling Pistol 30 metres Team
675,Gymnastics Men's Parallel Bars Teams
676,Gymnastics Men's Horizontal Bar Teams
677,Shooting Men's Small-Bore Rifle Disappearing Target 25 metres Team
678,Art Competitions Mixed Sculpturing Medals And Reliefs
679,Athletics Men's 1500 metres Walk
680,Athletics Men's 3 mile Team
681,Art Competitions Mixed Sculpturing Medals
682,Shooting Men's Military Rifle Kneeling Or Standing 300 metres
683,Equestrianism Men's Vaulting Team
684,Shooting Men's Free Rifle Any Position 300 metres
685,Shooting Men's Military Rifle 1873-1874 Gras Model Kneeling Or Standing 200 metres
686,Swimming Men's 100 Yard Backstroke
687,Swimming Men's 440 Yard Breaststroke
688,Art Competitions Mixed Literature Epic Works
689,Art Competitions Mixed Architecture
690,Athletics Men's 3500 metres Walk
691,Roque Men's Singles
692,Gymnastics Men's Side Horse
693,Alpinism Mixed Alpinism
694,Archery Men's Double American Round
695,Archery Men's Team Round
696,Archery Men's Target Archery 33 metres Individual
697,Archery Men's Target Archery 50 metres Individual
698,Swimming Men's 1000 metres Freestyle
699,Athletics Men's 10 mile Walk
700,Athletics Men's Discus Throw Both Hands
701,Golf Men's Team
702,Sailing Mixed 0-0.5 Ton
703,Sailing Mixed 20+ Ton
704,Cycling Women's Team Sprint
705,Weightlifting Men's Unlimited Two Hands
706,Shooting Men's Free Pistol 25 metres
707,Shooting Men's Military Revolver 1873-1874 Gras Model 20 metres
708,Shooting Men's Military Revolver 20 metres
709,Shooting Men's Dueling Pistol Au Vise 20 metres
710,Shooting Men's Dueling Pistol Au Commandement 25 metres
711,Shooting Men's Small-Bore Rifle Prone 50 metres Team
712,Sailing Mixed 6.5 metres
