8811,Silver,2016 Summer,Jessica Phyllis Ennis-Hill,Great Britain,Athletics Women's Heptathlon
8812,Silver,1960 Summer,Henning Lynggaard Enoksen,Denmark,Football Men's Football
8813,Gold,1984 Summer,Paul N. Enquist,United States,Rowing Men's Double Sculls
8814,Gold,2010 Winter,Adam Enright,Canada,Curling Men's Curling
8815,Silver,2008 Summer,Sergi Enrique Montserrat,Spain,Hockey Men's Hockey
8816,Gold,2012 Summer,Jorge Enrquez Garca,Mexico,Football Men's Football
8817,Gold,2004 Summer,Michel Enrquez Tamayo,Cuba,Baseball Men's Baseball
8818,Silver,2008 Summer,Michel Enrquez Tamayo,Cuba,Baseball Men's Baseball
8819,Bronze,2008 Summer,Alberto Entrerros Rodrguez,Spain,Handball Men's Handball
8820,Bronze,2008 Summer,Ral Entrerros Rodrguez,Spain,Handball Men's Handball
8821,Gold,2000 Summer,Jol Dieudonn Martin Epalle Newaka,Cameroon,Football Men's Football
8822,Bronze,2008 Summer,Gwladys Patience pangue,France,Taekwondo Women's Welterweight
8823,Bronze,1920 Summer,Thodore Lon Epin,France,"Archery Men's Target Archery, 28 metres, Team"
8824,Silver,1920 Summer,Thodore Lon Epin,France,"Archery Men's Target Archery, 33 metres, Team"
8825,Silver,1920 Summer,Thodore Lon Epin,France,"Archery Men's Target Archery, 50 metres, Team"
8826,Silver,1980 Winter,Irene Epple (-Waigel),West Germany,Alpine Skiing Women's Giant Slalom
8827,Bronze,2006 Winter,Martin Erat,Czech Republic,Ice Hockey Men's Ice Hockey
8828,Gold,1984 Summer,Emilija Eri,Yugoslavia,Handball Women's Handball
8829,Gold,1906 Summer,Jakob Erckrath de Bary,Germany,"Fencing Men's Sabre, Team"
8830,Bronze,2000 Summer,Zsolt Erdei,Hungary,Boxing Men's Middleweight
8831,Silver,1956 Summer,Allan Richardovich Erdman,Soviet Union,"Shooting Men's Free Rifle, Three Positions, 300 metres"
8832,Bronze,1992 Winter,Susi-Lisa Erdmann (-Plankensteiner),Germany,Luge Women's Singles
8833,Silver,1994 Winter,Susi-Lisa Erdmann (-Plankensteiner),Germany,Luge Women's Singles
8834,Bronze,2002 Winter,Susi-Lisa Erdmann (-Plankensteiner),Germany-2,Bobsleigh Women's Two
8835,Silver,1912 Summer,Imre Erddy,Hungary,Gymnastics Men's Team All-Around
8836,Bronze,1996 Summer,va Erds,Hungary,Handball Women's Handball
8837,Gold,1972 Summer,Sndor Erds,Hungary,"Fencing Men's epee, Team"
8838,Gold,2004 Summer,Alexandra Georgiana Maria Eremia,Romania,Gymnastics Women's Team All-Around
8839,Bronze,2004 Summer,Alexandra Georgiana Maria Eremia,Romania,Gymnastics Women's Balance Beam
8840,Silver,1932 Summer,"Philip Richard ""Phil"" Erenberg",United States,Gymnastics Men's Club Swinging
8841,Gold,1988 Summer,Paul Ereng,Kenya,Athletics Men's 800 metres
8842,Gold,1936 Winter,Carl Alfred Erhardt,Great Britain,Ice Hockey Men's Ice Hockey
8843,Bronze,1984 Summer,Claus Erhorn,West Germany,"Equestrianism Mixed Three-Day Event, Team"
8844,Gold,1988 Summer,Claus Erhorn,West Germany,"Equestrianism Mixed Three-Day Event, Team"
8845,Silver,2012 Summer,Fie Udby Erichsen,Denmark,Rowing Women's Single Sculls
8846,Silver,1920 Summer,Leif Erichsen,Marmi II-1,Sailing Mixed 6 metres
8847,Gold,1904 Summer,"Karl Fredrik ""Charles"" Ericksen",Norway,"Wrestling Men's Welterweight, Freestyle"
8848,Gold,1984 Summer,"Steven Richard ""Steve"" Erickson",United States,Sailing Mixed Two Person Keelboat
8849,Gold,1912 Summer,John Filip Ericson,Kitty-1,Sailing Mixed 10 metres
8850,Silver,1948 Winter,Harald Ericson,Sweden,Cross Country Skiing Men's 50 kilometres
8851,Bronze,1984 Winter,Bo Ragnar Ericsson,Sweden,Ice Hockey Men's Ice Hockey
8852,Bronze,1912 Summer,Gideon Levi Ericsson,Sweden,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres"
8853,Bronze,1996 Summer,Ingela Linna Ericsson (-Nordenberg),Sweden,"Canoeing Women's Kayak Fours, 500 metres"
8854,Silver,2014 Winter,Sven Jimmie Ericsson,Sweden,Ice Hockey Men's Ice Hockey
8855,Silver,2014 Winter,Dan Ola Jonathan Ericsson (Marklund-),Sweden,Ice Hockey Men's Ice Hockey
8856,Bronze,1920 Summer,"Olof Charles ""Olle"" Ericsson",Sweden,"Shooting Men's Military Rifle, Standing, 300 metres, Team"
8857,Silver,1956 Winter,Johan Sigvard Ericsson,Sweden,"Speed Skating Men's 5,000 metres"
8858,Gold,1956 Winter,Johan Sigvard Ericsson,Sweden,"Speed Skating Men's 10,000 metres"
8859,Gold,1920 Summer,Sture Henrik Ericsson (-Ewrus),Sweden,"Gymnastics Men's Team All-Around, Swedish System"
8860,Silver,2008 Summer,rika Cristiano dos Santos,Brazil,Football Women's Football
8861,Silver,1948 Summer,Aage Ingvar Eriksen,Norway,"Wrestling Men's Lightweight, Greco-Roman"
8862,Bronze,2000 Summer,Ann-Cathrin Eriksen,Norway,Handball Women's Handball
8863,Bronze,1984 Summer,Hanne Mandsfeldt Eriksen,Denmark,Rowing Women's Coxed Quadruple Sculls
8864,Gold,1906 Summer,Harald Andreas Eriksen,Norway,Gymnastics Men's Team All-Around
8865,Silver,1912 Summer,Ingvald Eriksen,Denmark,"Gymnastics Men's Team All-Around, Swedish System"
8866,Silver,1968 Winter,Alf Ivar Eriksen,Norway,"Speed Skating Men's 1,500 metres"
8867,Bronze,2004 Summer,Jens Dyrlv Eriksen,Denmark-2,Badminton Mixed Doubles
8868,Bronze,1920 Summer,Johannes Thorvald Eriksen,Denmark,"Wrestling Men's Light-Heavyweight, Greco-Roman"
8869,Silver,1980 Winter,Lars Erik Eriksen,Norway,Cross Country Skiing Men's 4 x 10 kilometres Relay
8870,Bronze,1912 Summer,"Emil Marius Eriksen, Sr.",Norway,"Gymnastics Men's Team All-Around, Swedish System"
8871,Bronze,1936 Summer,Nils Kristian Eriksen,Norway,Football Men's Football
8872,Gold,1952 Winter,Stein Eriksen,Norway,Alpine Skiing Men's Giant Slalom
8873,Silver,1952 Winter,Stein Eriksen,Norway,Alpine Skiing Men's Slalom
8874,Silver,1980 Summer,Berith Agneta Eriksson,Sweden,Swimming Women's 4 x 100 metres Freestyle Relay
8875,Bronze,1956 Winter,"Anna-Lisa Eriksson (-Ejderfeldt, -Bergsten)",Sweden,Cross Country Skiing Women's 3 x 5 kilometres Relay
8876,Silver,1956 Winter,Bondp Bengt Eriksson,Sweden,Nordic Combined Men's Individual
8877,Silver,1956 Summer,Gsta Gunvald Eriksson,Sweden,Rowing Men's Coxed Fours
8878,Bronze,1948 Winter,Krng Erik Gunnar Eriksson,Sweden,Cross Country Skiing Men's 18 kilometres
8879,Gold,1948 Winter,Krng Erik Gunnar Eriksson,Sweden,Cross Country Skiing Men's 4 x 10 kilometres Relay
8880,Bronze,1980 Winter,Lars Hkan Elias Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8881,Bronze,1984 Winter,Lars Hkan Elias Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8882,Gold,1948 Summer,Knut Henry Eriksson,Sweden,"Athletics Men's 1,500 metres"
8883,Bronze,1980 Winter,Jan Holger Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8884,Bronze,1988 Winter,Lars-Brje Eriksson,Sweden,Alpine Skiing Men's Super G
8885,Silver,2014 Winter,Carl Wilhelm Loui Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8886,Silver,2016 Summer,"Magdalena ""Magda"" Eriksson",Sweden,Football Women's Football
8887,Gold,1912 Summer,Axel Mauritz Eriksson,Sweden,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
8888,Bronze,1912 Summer,Axel Mauritz Eriksson,Sweden,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team"
8889,Silver,1920 Summer,Axel Mauritz Eriksson,Sweden,"Shooting Men's Military Rifle, Prone, 600 metres"
8890,Bronze,1920 Summer,Axel Mauritz Eriksson,Sweden,"Shooting Men's Military Rifle, Prone, 600 metres, Team"
8891,Bronze,1920 Summer,Axel Mauritz Eriksson,Sweden,"Shooting Men's Military Rifle, Standing, 300 metres, Team"
8892,Gold,1994 Winter,Niklas Urban Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8893,Silver,1920 Summer,Oscar Israel Eriksson,Sweden,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team"
8894,Bronze,1988 Winter,Peter Gsta Nicklas Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8895,Silver,2004 Summer,Ulf Peter Tobias Eriksson,Sweden,"Equestrianism Mixed Jumping, Team"
8896,Silver,1936 Winter,Sven Ivan Eriksson (-Selnger),Sweden,"Ski Jumping Men's Normal Hill, Individual"
8897,Bronze,1980 Winter,Bo Thomas Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8898,Bronze,1988 Winter,Bo Thomas Eriksson,Sweden,Ice Hockey Men's Ice Hockey
8899,Bronze,1968 Winter,Tore Lars-Erik Eriksson,Sweden,Biathlon Men's 4 x 7.5 kilometres Relay
8900,Bronze,2016 Summer,Saturday Keigo Erimuya,Nigeria,Football Men's Football
8901,Gold,1936 Summer,Yaar Erkan,Turkey,"Wrestling Men's Featherweight, Greco-Roman"
8902,Gold,1904 Summer,"August Casimir ""Gus"" Erker",Century Boat Club-1,Rowing Men's Coxless Fours
8903,Silver,1996 Summer,Philippe Ermenault,France,"Cycling Men's Individual Pursuit, 4,000 metres"
8904,Gold,1996 Summer,Philippe Ermenault,France,"Cycling Men's Team Pursuit, 4,000 metres"
8905,Silver,1992 Summer,Nadine Ernsting-Krienke,Germany,Hockey Women's Hockey
8906,Gold,2004 Summer,Nadine Ernsting-Krienke,Germany,Hockey Women's Hockey
8907,Silver,1906 Summer,Bla Erdi,Hungary,Gymnastics Men's Rope Climbing
8908,Silver,2004 Summer,eref Erolu,Turkey,"Wrestling Men's Welterweight, Greco-Roman"
8909,Bronze,1976 Winter,"Christine Errath (-Trettin, -Stber)",East Germany,Figure Skating Women's Singles
8910,Bronze,1984 Summer,Giovanni Errichiello,Italy,Volleyball Men's Volleyball
8911,Silver,2012 Summer,Arianna Errigo,Italy,"Fencing Women's Foil, Individual"
8912,Gold,2012 Summer,Arianna Errigo,Italy,"Fencing Women's Foil, Team"
8913,Bronze,1988 Summer,Zsolt rsek,Hungary,"Fencing Men's Foil, Team"
8914,Silver,1994 Winter,Martina Maria Ertl-Renz,Germany,Alpine Skiing Women's Giant Slalom
8915,Silver,1998 Winter,Martina Maria Ertl-Renz,Germany,Alpine Skiing Women's Combined
8916,Bronze,2002 Winter,Martina Maria Ertl-Renz,Germany,Alpine Skiing Women's Combined
8917,Gold,1980 Winter,"Michael Anthony ""Mike"" Eruzione",United States,Ice Hockey Men's Ice Hockey
8918,Gold,2000 Summer,Anthony Lee Ervin,United States,Swimming Men's 50 metres Freestyle
8919,Silver,2000 Summer,Anthony Lee Ervin,United States,Swimming Men's 4 x 100 metres Freestyle Relay
8920,Gold,2016 Summer,Anthony Lee Ervin,United States,Swimming Men's 50 metres Freestyle
8921,Gold,2016 Summer,Anthony Lee Ervin,United States,Swimming Men's 4 x 100 metres Freestyle Relay
8922,Silver,1980 Summer,Nicuor Eanu,Romania,"Canoeing Men's Kayak Fours, 1,000 metres"
8923,Gold,2004 Summer,"Srgio ""Escadinha"" Dutra dos Santos",Brazil,Volleyball Men's Volleyball
8924,Silver,2008 Summer,"Srgio ""Escadinha"" Dutra dos Santos",Brazil,Volleyball Men's Volleyball
8925,Silver,2012 Summer,"Srgio ""Escadinha"" Dutra dos Santos",Brazil,Volleyball Men's Volleyball
8926,Gold,2016 Summer,"Srgio ""Escadinha"" Dutra dos Santos",Brazil,Volleyball Men's Volleyball
8927,Bronze,1900 Summer,Jos Eustaquio Luis Francisco Escandn y Barrn,A North American Team,Polo Men's Polo
8928,Bronze,1900 Summer,Jos Manuel Mara del Corazn de Jess Escandn y Barrn,A North American Team,Polo Men's Polo
8929,Bronze,1900 Summer,Jos Pablo Eustaquio Manuel Francisco Escandn y Barrn,A North American Team,Polo Men's Polo
8930,Silver,1996 Summer,Juan Escarr Uruea,Spain,Hockey Men's Hockey
8931,Bronze,1976 Summer,"Gitta Escher (-Sommer, -Wagenknecht)",East Germany,Gymnastics Women's Team All-Around
8932,Gold,1964 Summer,Jrgen Eschert,Germany,"Canoeing Men's Canadian Singles, 1,000 metres"
8933,Bronze,2004 Summer,Sergi Escobar Roure,Spain,"Cycling Men's Individual Pursuit, 4,000 metres"
8934,Bronze,2004 Summer,Sergi Escobar Roure,Spain,"Cycling Men's Team Pursuit, 4,000 metres"
8935,Silver,1996 Summer,Xavier Escud Torrente,Spain,Hockey Men's Hockey
8936,Silver,2004 Summer,Jos Antonio Escuredo Raimndez,Spain,Cycling Men's Keirin
8937,Silver,1924 Winter,"Aku ""August"" Eskelinen",Finland,Military Ski Patrol Men's Military Ski Patrol
8938,Gold,1960 Summer,Odyssevs Eskitzoglou,Nirefs,Sailing Mixed Three Person Keelboat
8939,Silver,1912 Summer,"Jalmari Johannes ""Lauri"" Eskola",Finland,"Athletics Men's Cross-Country, Team"
8940,Gold,1996 Summer,Robert Esmie,Canada,Athletics Men's 4 x 100 metres Relay
8941,Silver,2012 Summer,Anna Espar Llaquet,Spain,Water Polo Women's Water Polo
8942,Silver,2000 Summer,Gabriel Esparza Prez,Spain,Taekwondo Men's Flyweight
8943,Bronze,2012 Summer,Marlen Esparza Puentes,United States,Boxing Women's Flyweight
8944,Bronze,1996 Summer,Gro Espeseth,Norway,Football Women's Football
8945,Gold,2000 Summer,Gro Espeseth,Norway,Football Women's Football
8946,Bronze,1984 Summer,"Robert Douglas Espeseth, Jr.",United States,Rowing Men's Coxed Pairs
8947,Silver,2012 Summer,Jaime Yusept Espinal Fajardo,Puerto Rico,"Wrestling Men's Light-Heavyweight, Freestyle"
8948,Silver,1996 Summer,Carlos Mauricio Espnola Lorenzo,Argentina,Sailing Men's Windsurfer
8949,Silver,2000 Summer,Carlos Mauricio Espnola Lorenzo,Argentina,Sailing Men's Windsurfer
8950,Bronze,2004 Summer,Carlos Mauricio Espnola Lorenzo,Argentina,Sailing Mixed Multihull
8951,Bronze,2008 Summer,Carlos Mauricio Espnola Lorenzo,Argentina,Sailing Mixed Multihull
8952,Bronze,2008 Summer,Paola Milagros Espinosa Snchez,Mexico,Diving Women's Synchronized Platform
8953,Silver,2012 Summer,Paola Milagros Espinosa Snchez,Mexico,Diving Women's Synchronized Platform
8954,Gold,2008 Summer,Mara del Rosario Espinoza Espinoza,Mexico,Taekwondo Women's Heavyweight
8955,Bronze,2012 Summer,Mara del Rosario Espinoza Espinoza,Mexico,Taekwondo Women's Heavyweight
8956,Silver,2016 Summer,Mara del Rosario Espinoza Espinoza,Mexico,Taekwondo Women's Heavyweight
8957,Gold,2016 Summer,Chloe Esposito,Australia,Modern Pentathlon Women's Individual
8958,Bronze,1992 Summer,Franck Simon Esposito,France,Swimming Men's 200 metres Butterfly
8959,Bronze,1996 Summer,Jos Salvador Esquer Bisbal,Spain,Handball Men's Handball
8960,Silver,2004 Summer,Celso Esquivel Gonzlez,Paraguay,Football Men's Football
8961,Silver,1952 Summer,mile Ess,Switzerland,Rowing Men's Coxed Fours
8962,Gold,1956 Summer,Caldwell Blackman Esselstyn,United States,Rowing Men's Coxed Eights
8963,Bronze,1948 Summer,"Rius Theo ""Dick"" Esser",Netherlands,Hockey Men's Hockey
8964,Silver,1952 Summer,"Rius Theo ""Dick"" Esser",Netherlands,Hockey Men's Hockey
8965,Bronze,1936 Summer,Hans Esser,Germany,"Fencing Men's Sabre, Team"
8966,Gold,1964 Summer,Roswitha Esser,Germany,"Canoeing Women's Kayak Doubles, 500 metres"
8967,Gold,1968 Summer,Roswitha Esser,West Germany,"Canoeing Women's Kayak Doubles, 500 metres"
8968,Bronze,1996 Summer,Patrice Estanguet,France,"Canoeing Men's Canadian Singles, Slalom"
8969,Gold,2000 Summer,Tony Estanguet,France,"Canoeing Men's Canadian Singles, Slalom"
8970,Gold,2004 Summer,Tony Estanguet,France,"Canoeing Men's Canadian Singles, Slalom"
8971,Gold,2012 Summer,Tony Estanguet,France,"Canoeing Men's Canadian Singles, Slalom"
8972,Silver,1976 Summer,Jos Mara Esteban Celorrio,Spain,"Canoeing Men's Kayak Fours, 1,000 metres"
8973,Bronze,1952 Winter,Magnar Estenstad,Norway,Cross Country Skiing Men's 50 kilometres
8974,Silver,1952 Winter,Magnar Estenstad,Norway,Cross Country Skiing Men's 4 x 10 kilometres Relay
8975,Silver,2008 Summer,Ester Aperecida dos Santos,Brazil,Football Women's Football
8976,Silver,2012 Summer,Laura Ester Ramos,Spain,Water Polo Women's Water Polo
8977,Silver,2000 Summer,Ellen Marie Estes (-Lee),United States,Water Polo Women's Water Polo
8978,Bronze,2004 Summer,Ellen Marie Estes (-Lee),United States,Water Polo Women's Water Polo
8979,Silver,1992 Summer,Manuel Estiarte Duocastella,Spain,Water Polo Men's Water Polo
8980,Gold,1996 Summer,Manuel Estiarte Duocastella,Spain,Water Polo Men's Water Polo
8981,Silver,2002 Winter,Frode Estil,Norway,Cross Country Skiing Men's 15 kilometres
8982,Gold,2002 Winter,Frode Estil,Norway,Cross Country Skiing Men's 10/10 kilometres Pursuit
8983,Gold,2002 Winter,Frode Estil,Norway,Cross Country Skiing Men's 4 x 10 kilometres Relay
8984,Silver,2006 Winter,Frode Estil,Norway,Cross Country Skiing Men's 30 km Skiathlon
8985,Silver,1952 Summer,George Anders Estman,South Africa,"Cycling Men's Team Pursuit, 4,000 metres"
8986,Bronze,1980 Winter,Hans Estner,West Germany,Biathlon Men's 4 x 7.5 kilometres Relay
8987,Gold,1992 Summer,Jos Antonio Estrada Gonzlez,Cuba,Baseball Men's Baseball
8988,Gold,1996 Summer,Jos Antonio Estrada Gonzlez,Cuba,Baseball Men's Baseball
8989,Bronze,2000 Summer,Vctor Manuel Estrada Garibay,Mexico,Taekwondo Men's Welterweight
8990,Silver,1924 Summer,Jean Etcheberry,France,Rugby Men's Rugby
8991,Gold,1924 Summer,"Fred Rudolph Etchen, Sr.",United States,"Shooting Men's Trap, Team"
8992,Silver,1960 Winter,"Frederick Keith ""Fred"" Etcher",Canada,Ice Hockey Men's Ice Hockey
8993,Bronze,2016 Summer,Oghenekaro Peter Etebo,Nigeria,Football Men's Football
8994,Gold,2016 Summer,Gemma Etheridge,Australia,Rugby Sevens Women's Rugby Sevens
8995,Gold,1908 Summer,Raymond Broadley Etherington-Smith,Leander Club-1,Rowing Men's Coxed Eights
8996,Gold,1988 Summer,"Mary Camille ""Kamie"" Ethridge",United States,Basketball Women's Basketball
8997,Bronze,2012 Summer,Ophlie-Cyrielle Etienne,France,Swimming Women's 4 x 200 metres Freestyle Relay
8998,Silver,1984 Summer,Masaki Eto,Japan,"Wrestling Men's Bantamweight, Greco-Roman"
8999,Gold,2000 Summer,Samuel Eto'o Fils,Cameroon,Football Men's Football
9000,Bronze,1996 Summer,Aitor Iaki Etxaburu Castro,Spain,Handball Men's Handball
9001,Gold,1984 Summer,"Edward Frederick ""Ed"" Etzel, Jr.",United States,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
9002,Silver,1952 Summer,Hans Eugster,Switzerland,Gymnastics Men's Team All-Around
9003,Gold,1952 Summer,Hans Eugster,Switzerland,Gymnastics Men's Parallel Bars
9004,Bronze,1952 Summer,Hans Eugster,Switzerland,Gymnastics Men's Rings
9005,Bronze,2012 Summer,Johan Magnus Eurn,Sweden,"Wrestling Men's Super-Heavyweight, Greco-Roman"
9006,Bronze,1984 Summer,Giovanni Evangelisti,Italy,Athletics Men's Long Jump
9007,Bronze,2014 Winter,Aja L. Evans,United States-2,Bobsleigh Women's Two
9008,Gold,1956 Summer,"William Best ""Billy"" Evans",United States,Basketball Men's Basketball
9009,Silver,2012 Summer,Blair Catherine Evans,Australia,Swimming Women's 4 x 200 metres Freestyle Relay
9010,Silver,1976 Summer,"Clayton T. ""Clay"" Evans",Canada,Swimming Men's 4 x 100 metres Medley Relay
9011,Silver,1992 Summer,Dean Michael Evans,Australia,Hockey Men's Hockey
9012,Bronze,1976 Summer,Dwayne Eugene Evans,United States,Athletics Men's 200 metres
9013,Silver,2012 Summer,"Freddie William ""Fred"" Evans",Great Britain,Boxing Men's Welterweight
9014,Bronze,1904 Summer,Gwynne Evans,Missouri Athletic Club-3,Water Polo Men's Water Polo
9015,Bronze,1904 Summer,Gwynne Evans,Missouri Athletic Club-3,Swimming Men's 4 x 50 Yard Freestyle Relay
9016,Gold,1988 Summer,Janet Beth Evans,United States,Swimming Women's 400 metres Freestyle
9017,Gold,1988 Summer,Janet Beth Evans,United States,Swimming Women's 800 metres Freestyle
9018,Gold,1988 Summer,Janet Beth Evans,United States,Swimming Women's 400 metres Individual Medley
9019,Silver,1992 Summer,Janet Beth Evans,United States,Swimming Women's 400 metres Freestyle
9020,Gold,1992 Summer,Janet Beth Evans,United States,Swimming Women's 800 metres Freestyle
9021,Gold,1968 Summer,Lee Edward Evans,United States,Athletics Men's 400 metres
9022,Gold,1968 Summer,Lee Edward Evans,United States,Athletics Men's 4 x 400 metres Relay
9023,Bronze,1908 Summer,Llewellyn Blackwell Evans,Wales-4,Hockey Men's Hockey
9024,Gold,1984 Summer,"Marcus ""Mark"" Evans",Canada,Rowing Men's Coxed Eights
9025,Silver,1988 Summer,"Michael Scott ""Mike"" Evans",United States,Water Polo Men's Water Polo
9026,Gold,1984 Summer,"John Michael ""Mike"" Evans",Canada,Rowing Men's Coxed Eights
9027,Bronze,1980 Summer,Peter Maxwell Evans,Australia,Swimming Men's 100 metres Breaststroke
9028,Gold,1980 Summer,Peter Maxwell Evans,Australia,Swimming Men's 4 x 100 metres Medley Relay
9029,Bronze,1984 Summer,Peter Maxwell Evans,Australia,Swimming Men's 100 metres Breaststroke
9030,Bronze,1984 Summer,Peter Maxwell Evans,Australia,Swimming Men's 4 x 100 metres Medley Relay
9031,Silver,1948 Summer,"Ralph Liggett Evans, Jr.",United States,Sailing Mixed One Person Dinghy
9032,Bronze,1972 Summer,Ralph Evans,Great Britain,Boxing Men's Light-Flyweight
9033,Bronze,1964 Summer,"Raymond Garry ""Ray"" Evans",Australia,Hockey Men's Hockey
9034,Silver,1968 Summer,"Raymond Garry ""Ray"" Evans",Australia,Hockey Men's Hockey
9035,Silver,1908 Summer,"Sidney Clifton Horace ""Sid"" Evans",Great Britain,Boxing Men's Heavyweight
9036,Bronze,1984 Summer,"Stephen Frederick ""Steve"" Evans",Australia,Rowing Men's Coxed Eights
9037,Silver,1952 Summer,"Jay Thomas ""Tommy"" Evans",United States,"Wrestling Men's Lightweight, Freestyle"
9038,Silver,1928 Summer,Juan Evaristo,Argentina,Football Men's Football
9039,Gold,1924 Summer,"Richmond Cavill ""Dick"" Eve",Australia,Diving Men's Plain High
9040,Silver,1948 Summer,Andr Henri Pierre Even,France,Basketball Men's Basketball
9041,Gold,1996 Summer,Nathalie Even-Lancien,France,Cycling Women's Points Race
9042,Gold,1928 Winter,Bernt Sverre Evensen,Norway,Speed Skating Men's 500 metres
9043,Silver,1928 Winter,Bernt Sverre Evensen,Norway,"Speed Skating Men's 1,500 metres"
9044,Bronze,1928 Winter,Bernt Sverre Evensen,Norway,"Speed Skating Men's 5,000 metres"
9045,Silver,1932 Winter,Bernt Sverre Evensen,Norway,Speed Skating Men's 500 metres
9046,Bronze,1948 Winter,Erling Evensen,Norway,Cross Country Skiing Men's 4 x 10 kilometres Relay
9047,Bronze,2010 Winter,Johan Remen Evensen,Norway,"Ski Jumping Men's Large Hill, Team"
9048,Silver,1932 Summer,"Thomas ""Tom"" Evenson",Great Britain,"Athletics Men's 3,000 metres Steeplechase"
9049,Silver,1972 Summer,Guy Evquoz,Switzerland,"Fencing Men's epee, Team"
9050,Bronze,1976 Summer,Jean-Blaise Evquoz,Switzerland,"Fencing Men's epee, Team"
9051,Gold,2000 Summer,Jeffrey Adam Everett,United States,Baseball Men's Baseball
9052,Bronze,1988 Summer,"Daniel Joseph ""Danny Joe"" Everett",United States,Athletics Men's 400 metres
9053,Gold,1988 Summer,"Daniel Joseph ""Danny Joe"" Everett",United States,Athletics Men's 4 x 400 metres Relay
9054,Silver,1932 Winter,"Douglas Newton ""Doug"" Everett",United States,Ice Hockey Men's Ice Hockey
9055,Silver,1912 Summer,Arthur Francis Graham Everitt,Great Britain,"Fencing Men's epee, Team"
9056,Silver,2004 Summer,Floris Maarten Alphons Maria Evers,Netherlands,Hockey Men's Hockey
9057,Silver,2012 Summer,Floris Maarten Alphons Maria Evers,Netherlands,Hockey Men's Hockey
9058,Gold,2000 Summer,Meike Evers,Germany,Rowing Women's Quadruple Sculls
9059,Gold,2004 Summer,Meike Evers,Germany,Rowing Women's Quadruple Sculls
9060,Gold,2004 Summer,Caroline Frances Evers-Swindell (-Meyer),New Zealand,Rowing Women's Double Sculls
9061,Gold,2008 Summer,Caroline Frances Evers-Swindell (-Meyer),New Zealand,Rowing Women's Double Sculls
9062,Gold,2004 Summer,Georgina Emma Buchanan Evers-Swindell (-Earl),New Zealand,Rowing Women's Double Sculls
9063,Gold,2008 Summer,Georgina Emma Buchanan Evers-Swindell (-Earl),New Zealand,Rowing Women's Double Sculls
9064,Bronze,1984 Summer,Sabine Christine Everts (-Thomaskamp),West Germany,Athletics Women's Heptathlon
9065,Silver,1960 Summer,Ruth Rhonda Everuss,Australia,Swimming Women's 4 x 100 metres Freestyle Relay
9066,Bronze,1932 Summer,Dernell E. Every,United States,"Fencing Men's Foil, Team"
9067,Bronze,1948 Summer,Afonso de Azevedo vora,Brazil,Basketball Men's Basketball
9068,Gold,2008 Summer,Nelson vora,Portugal,Athletics Men's Triple Jump
9069,Silver,1948 Summer,"Henry Norwood ""Barney"" Ewell",United States,Athletics Men's 100 metres
9070,Silver,1948 Summer,"Henry Norwood ""Barney"" Ewell",United States,Athletics Men's 200 metres
9071,Gold,1948 Summer,"Henry Norwood ""Barney"" Ewell",United States,Athletics Men's 4 x 100 metres Relay
9072,Bronze,1924 Summer,"Hulda Gunhild Axelina ""Gulli"" Ewerlund (-Andersson)",Sweden,Swimming Women's 4 x 100 metres Freestyle Relay
9073,Gold,1984 Summer,Patrick Aloysius Ewing,United States,Basketball Men's Basketball
9074,Gold,1992 Summer,Patrick Aloysius Ewing,United States,Basketball Men's Basketball
9075,Bronze,1932 Summer,"Samuel Evans ""Sam"" Ewing, Jr.",United States,Hockey Men's Hockey
9076,Gold,1908 Summer,Walter Hamilton Ewing,Canada,Shooting Men's Trap
9077,Silver,1908 Summer,Walter Hamilton Ewing,Canada,"Shooting Men's Trap, Team"
9078,Gold,1900 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing High Jump
9079,Gold,1900 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing Long Jump
9080,Gold,1900 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing Triple Jump
9081,Gold,1904 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing High Jump
9082,Gold,1904 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing Long Jump
9083,Gold,1904 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing Triple Jump
9084,Gold,1906 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing High Jump
9085,Gold,1906 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing Long Jump
9086,Gold,1908 Summer,"Raymond Clarence ""Ray"" Ewry",United States,Athletics Men's Standing High Jump
